Timestamp,Oletko palkansaaja vai laskuttaja?,Oletko siirtynyt palkansaajasta laskuttajaksi tai päinvastoin 1.10.2023 jälkeen?,Ikä,Sukupuoli,Työkokemus alalta (vuosina),Koulutustaustasi,Tulojen muutos viime vuodesta (%),Montako vuotta olet tehnyt laskuttavaa työtä alalla?,Mitä palveluja tarjoat?,"Tuntilaskutus (ALV 0%, euroina)","Vuosilaskutus (ALV 0%, euroina)",Hankitko asiakkaasi itse suoraan vai käytätkö välitysfirmojen palveluita?,Mistä asiakkaat ovat?,Työpaikka,Missä kaupungissa työpaikkasi pääasiallinen toimisto sijaitsee?,Millaisessa yrityksessä työskentelet?,Työaika,Kuinka suuren osan ajasta teet lähityönä toimistolla?,Rooli / titteli,"Kuukausipalkka (brutto, euroina)","Vuositulot (sis. bonukset, osingot yms, euroina)",Vapaa kuvaus kokonaiskompensaatiomallista,Onko palkkasi nykyroolissasi mielestäsi kilpailukykyinen?,Vapaa sana,Palautetta kyselystä ja ideoita ensi vuoden kyselyyn
08/10/2024 12:20:17,Palkansaaja,En,26-30,mies,6.0,"Maisteri, tietojärjestelmätieteet",0.0,,,,,,,,"PK-Seutu (Helsinki, Espoo, Vantaa)","Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)",80.0,40.0,Fullstack web developer,4500.0,,,Ei,"Joustava ja rento duuni, niin siedän pienempää palkkaa mitä ehkä vois saada. Lisä-stressi maksaa ekstraa. Ja terkkuja kotiväelle!","IMO parempi ois kokonaispalkka (oletettu max työaika) kaikissa vastuksissa. En muista omaa ""todellista"" palkkaa, mut 100% työajan palkan muistan :D"
08/10/2024 12:22:37,Palkansaaja,En,26-30,Mies,7.0,AMK,1.3,,,,,,,Futurice,,Konsulttitalossa,100.0,1.0,Full-Stack Developer,3920.0,54000.0,Peruspalkka + firman numeroihin perustuva muuttuva osa + open source -bonus,Ei,,
08/10/2024 12:24:08,Palkansaaja,En,36-40,Mies,7.0,Luonnontieteiden alan maisteri,0.0,,,,,,,,"PK-Seutu (Helsinki, Espoo, Vantaa)",Konsulttitalossa,100.0,50.0,Data-arkkitehti,6000.0,72000.0,Osakkuus pienellä omistuksella,Kyllä,,
08/10/2024 12:27:28,Palkansaaja,En,36-40,Mies,11.0,Tradenomi (AMK),0.0,,,,,,,,"PK-Seutu (Helsinki, Espoo, Vantaa)","Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)",37.5,95.0,Senior Full Stack Engineer,6000.0,0.0,,"Kv-firmavertailussa ei ole kilpailukykyinen, Helsingin tasolla on kilpailukykyisempi.",,
08/10/2024 12:32:50,Palkansaaja,En,41-45,Mies,25.0,Insinööri,0.0,,,,,,,,"PK-Seutu (Helsinki, Espoo, Vantaa)","Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)",100.0,40.0,CTO,7200.0,86400.0,Palkka + optiot,Kyllä,,
08/10/2024 12:41:52,Palkansaaja,En,36-40,Mies,14.0,Ylioppilas,15.0,,,,,,,,"PK-Seutu (Helsinki, Espoo, Vantaa)","Tuotetalossa, jonka core-bisnes on softa",100.0,10.0,Backend developer,8000.0,462000.0,,Kyllä,,
08/10/2024 12:45:26,Palkansaaja,En,26-30,mies,3.0,Tietojenkäsittelytieteen kandidaatti,1.5,,,,,,,,"PK-Seutu (Helsinki, Espoo, Vantaa)",Konsulttitalossa,100.0,100.0,Fullstack developer,4120.0,50000.0,osakkeita voi ostaa,Ei,,
08/10/2024 12:57:26,Palkansaaja,En,41-45,mies,17.0,Diplomi-insinööri,2.5,,,,,,,Robu,"PK-Seutu (Helsinki, Espoo, Vantaa)",Konsulttitalossa,100.0,0.0,Full stack developer,6786.0,87337.0,,Kyllä,,
08/10/2024 12:58:16,Palkansaaja,En,31-35,Mies,8.0,Insinööri (AMK),8.0,,,,,,,,Turku,"Tuotetalossa, jonka core-bisnes on softa",100.0,0.0,Senior Software Engineer,5600.0,75000.0,Palkka + bonus 0-3kk palkan verran,Kyllä,,
08/10/2024 13:01:13,Laskuttaja,En,31-35,,9.0,DI,15.0,4.0,Backend,90.0,140000.0,"Itse, Käytän välitysfirmoja",Suomesta,,,,,,,,,,,,
08/10/2024 13:05:57,Palkansaaja,En,31-35,mies,17.0,ylioppilas,15.0,,,,,,,,Turku,"Tuotetalossa, jonka core-bisnes on softa",100.0,75.0,ohjelmistokehittäjä,6500.0,80000.0,,Kyllä,,
08/10/2024 13:07:20,Palkansaaja,En,31-35,Mies,13.0,"FM, tietojenkäsittelytiede",0.0,,,,,,,,"PK-Seutu (Helsinki, Espoo, Vantaa)",Konsulttitalossa,100.0,50.0,Senior Software Developer,7800.0,100000.0,50% laskutuksesta + mahdollinen firman tulokseen perustuva vuosibonus,Kyllä,,
08/10/2024 13:18:54,Palkansaaja,En,26-30,M,6.0,DI,8.0,,,,,,,,Oulu,"Tuotetalossa, jonka core-bisnes on softa",100.0,100.0,AI Software Engineer,4500.0,53000.0,optiot mahdollisia," Palkka on kohtalainen, työtehtävät on kivoja.",,Olis tosi jees nähdä palkkavertailua 
08/10/2024 14:41:01,Palkansaaja,En,46-50,Mies,20.0,Filosofian maisteri,2.0,,,,,,,Gofore oyj,Tampere,Konsulttitalossa,100.0,60.0,Software developer,5325.0,67500.0,,Kyllä,,
08/10/2024 15:06:20,Palkansaaja,En,31-35,Mies,10.0,Maisteri,0.0,,,,,,,Gofore,Jyväskylä,Konsulttitalossa,100.0,0.0,Test Automation Specialist,4850.0,62500.0,Yrityksen tulokseen pohjaava bonus lisäksi,Ei,,
08/10/2024 15:06:51,Palkansaaja,En,41-45,Mies,20.0,Tradenomi,0.0,,,,,,,,,Konsulttitalossa,100.0,0.0,Full stack developer,5500.0,100000.0,,Kyllä,,
08/10/2024 15:16:38,Palkansaaja,En,41-45,Nainen,17.0,Ylempi korkeakoulu,8.0,,,,,,,,"PK-Seutu (Helsinki, Espoo, Vantaa)",Julkinen tai kolmas sektori,100.0,5.0,Full stack developer,4900.0,61250.0,,Kyllä,,
08/10/2024 15:21:21,Palkansaaja,En,36-40,Mies,17.0,DI,0.0,,,,,,,Swarmia,"PK-Seutu (Helsinki, Espoo, Vantaa)","Tuotetalossa, jonka core-bisnes on softa",100.0,60.0,Software Engineer,6500.0,78000.0,,Kyllä,,
08/10/2024 15:33:27,Palkansaaja,En,36-40,Mies,16.0,,3.0,,,,,,,,"PK-Seutu (Helsinki, Espoo, Vantaa)","Tuotetalossa, jonka core-bisnes on softa",100.0,0.0,Allrounder,5550.0,66600.0,,Ei,,
08/10/2024 16:29:16,Palkansaaja,En,51-55,M,25.0,FM,2.0,,,,,,,Valtio,Kuopio,Julkinen tai kolmas sektori,100.0,10.0,Arkkitehti,4500.0,55000.0,Ei kompensaatiota. Pitkät lomat,Valtion normaali,,
08/10/2024 16:58:26,Palkansaaja,En,46-50,Mies,7.0,Ammattikoulu,1.2,,,,,,,,"PK-Seutu (Helsinki, Espoo, Vantaa)","Tuotetalossa, jonka core-bisnes on softa",37.5,0.0,Frontend developer,5100.0,,,Ei,,
08/10/2024 18:18:41,Laskuttaja,En,26-30,Mies,12.0,Datanomi,0.0,1.0,Full-stack Developer,85.0,150000.0,"Itse, Käytän välitysfirmoja","Suomesta, Ulkomailta",,,,,,,,,,,,
08/10/2024 18:19:35,Palkansaaja,En,26-30,Mies,3.5,Diplomi-insinööri,20.0,,,,,,,,Turku,"Tuotetalossa, jonka core-bisnes on softa",77.33,50.0,DevSecOps Engineer,4400.0,53000.0,,Kyllä,,
08/10/2024 18:53:25,Palkansaaja,En,41-45,Mies,19.0,Diplomi-insinööri,3.8,,,,,,,,"PK-Seutu (Helsinki, Espoo, Vantaa)",Konsulttitalossa,100.0,25.0,DevOps Engineer,5500.0,71000.0,Kuukausipalkka + päivystyskorvauksia,Kyllä,,
08/10/2024 20:37:01,Palkansaaja,En,26-30,mies,4.0,Tekniikan kandidaatti,5.5,,,,,,,,"PK-Seutu (Helsinki, Espoo, Vantaa)","Tuotetalossa, jonka core-bisnes on softa",100.0,50.0,Embedded software developer,5000.0,62000.0,,Kyllä,,
08/10/2024 21:46:30,Palkansaaja,En,36-40,Mies,15.0,Diplomi-insinööri,4.0,,,,,,,,Tampere,"Tuotetalossa, jonka core-bisnes on softa",100.0,30.0,Cloud software architect,5500.0,85000.0,"Enimmäkseen palkka, hieman optioita ja bonuksia",Kyllä,,
08/10/2024 22:03:39,Palkansaaja,En,21-25,mies,,,53.0,,,,,,,,"PK-Seutu (Helsinki, Espoo, Vantaa)","Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)",100.0,2.0,,10000.0,150000.0,peruspalkka + vuosibonus 0–40% + osakeohjelma,Kyllä,,
08/10/2024 22:04:11,Palkansaaja,En,41-45,Mies,26.0,Ammattikoulu,30.0,,,,,,,,Tampere,"Tuotetalossa, jonka core-bisnes on softa",100.0,90.0,Integration Expert,5500.0,74250.0,,Kyllä,,
08/10/2024 23:18:27,Palkansaaja,En,31-35,mies,5.0,,0.0,,,,,,,,"PK-Seutu (Helsinki, Espoo, Vantaa)","Tuotetalossa, jonka core-bisnes on softa",100.0,0.0,,4700.0,,,Ei,,
08/10/2024 23:46:56,Palkansaaja,En,46-50,Mies ,27.0,DI,-25.0,,,,,,,,Tampere,Konsulttitalossa,100.0,80.0,Senior software developer ,4000.0,50000.0,"Firman osakkuus, joka korvaa pudonneen kuukausipalkan. ",Kyllä,,
09/10/2024 06:18:18,Laskuttaja,"Kyllä, palkansaajasta laskuttajaksi",41-45,Apache hyökkäyshelikopteri,23.0,Filosofian maisteri ,,20.0,Saas,,,Itse,Suomesta,,,,,,,,,,,,Ei voi vastata kun yritysmuoto ei ole laskutettavaa työtä vaan saas tuotteen myymistä asiakkaille
09/10/2024 09:05:39,Palkansaaja,En,26-30,Mies,6.0,Ammattikorkeakoulu (Ohjelmistokehitys),10.0,,,,,,,,Tampere,Konsulttitalossa,100.0,80.0,Full Stack Software Developer,4500.0,56000.0,,Ei,,
09/10/2024 10:36:10,Palkansaaja,En,36-40,,12.0,Diplomi-insinööri,5.4,,,,,,,,"PK-Seutu (Helsinki, Espoo, Vantaa)","Tuotetalossa, jonka core-bisnes on softa",100.0,60.0,Software Engineer,6850.0,85500.0,,Kyllä,,
09/10/2024 10:47:46,Palkansaaja,En,41-45,Mies,17.0,DI,2.0,,,,,,,,"PK-Seutu (Helsinki, Espoo, Vantaa)","Tuotetalossa, jonka core-bisnes on softa",100.0,20.0,Mainly full-stack development,11500.0,157000.0,Bonari kerran vuodessa,Kyllä,,
09/10/2024 11:19:19,Laskuttaja,En,31-35,mies,11.0,Tietotekniikan DI,0.0,3.0,full stack + arkkitehti,90.0,100000.0,Käytän välitysfirmoja,Suomesta,,,,,,,,,,,,
09/10/2024 11:52:52,Laskuttaja,En,41-45,Mies,20.0,Diplomi-insinööri,-5.0,3.0,Softadevausta (full stack),80.0,125000.0,Käytän välitysfirmoja,Suomesta,,,,,,,,,,,,
09/10/2024 13:41:17,Palkansaaja,En,31-35,Nainen,10.0,"Filosofian Maisteri, Helsingin yliopisto",9.5,,,,,,,,"PK-Seutu (Helsinki, Espoo, Vantaa)",Konsulttitalossa,100.0,20.0,Senior full-stack developer ja esihenkilö,6350.0,80000.0,,Kyllä,,
09/10/2024 14:38:06,Laskuttaja,En,36-40,Mies,14.0,Diplomi-insinööri,5.0,3.0,"Cloud, DevOps, tietoturva, scrum master, projektipäällikkö",95.0,150000.0,"Itse, Käytän välitysfirmoja",Suomesta,,,,,,,,,,,,
09/10/2024 15:17:34,Palkansaaja,En,36-40,Nainen ,15.0,Ylempi korkeakoulututkinto - ekonomi,2.0,,,,,,,,"PK-Seutu (Helsinki, Espoo, Vantaa)","Tuotetalossa, jonka core-bisnes on softa",100.0,10.0,Cloud solution Architect - Data&AI,6820.0,103000.0,Bonus malli joka perustuu Pilvi myynnin lukuihin 75% ja oma kontribuutio 25% - bonus vuosipalkasta välillä 0-20%.,Kyllä,,
09/10/2024 15:24:37,Palkansaaja,En,21-25,Mies,3.0,Tietojenkäsittelytieteen kandi,23.0,,,,,,,Tietoevry Oy,"PK-Seutu (Helsinki, Espoo, Vantaa)",Konsulttitalossa,100.0,80.0,SW Developer,3700.0,45000.0,"Lounasetu, Liikuntaetu, pyöräetu",Ei,,
09/10/2024 15:34:58,Palkansaaja,En,36-40,Mies,13.0,Lukio,12.0,,,,,,,,Turku,"Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)",100.0,40.0,Senior software developer,6200.0,74400.0,,Kyllä,,
09/10/2024 20:04:41,Laskuttaja,"Kyllä, palkansaajasta laskuttajaksi",31-35,Mies,10.0,Humanististen tieteiden kandidaati,10.0,4.0,"Full stack, mobiili",90.0,160000.0,"Itse, Käytän välitysfirmoja","Suomesta, Ulkomailta",,,,,,,,,,,,
09/10/2024 20:06:42,Palkansaaja,En,41-45,mies,26.0,DI,5.0,,,,,,,Aiven,"PK-Seutu (Helsinki, Espoo, Vantaa)","Tuotetalossa, jonka core-bisnes on softa",100.0,15.0,Senior software engineer,6475.0,80900.0,optio-ohjelmassa mukana mutta toistaiseksi sieltä ei saa tuloja,Kyllä,,
09/10/2024 20:11:43,Palkansaaja,En,26-30,Nainen,8.0,Ylempi korkeakoulututkinto tietojenkäsittelystä,14.0,,,,,,,,Tampere,"Tuotetalossa, jonka core-bisnes on softa",100.0,0.0,Team tech lead,6500.0,78000.0,,Kyllä,,
09/10/2024 20:16:46,Palkansaaja,En,36-40,Mies,12.0,Insinööri (AMK),0.0,,,,,,,,"PK-Seutu (Helsinki, Espoo, Vantaa)",Konsulttitalossa,100.0,60.0,Full-stack developer,5100.0,66300.0,,Kyllä,,
09/10/2024 20:20:59,Palkansaaja,En,36-40,mies,8.0,insinööri (amk),0.0,,,,,,,Mavericks,"PK-Seutu (Helsinki, Espoo, Vantaa)",Konsulttitalossa,100.0,0.0,Senior software developer,6900.0,83000.0,,Kyllä,,
09/10/2024 20:24:27,Laskuttaja,En,41-45,mies,18.0,insinööri,0.0,3.0,full stack ,85.0,140000.0,Käytän välitysfirmoja,Suomesta,,,,,,,,,,,,
09/10/2024 20:47:50,Palkansaaja,En,36-40,Mies,18.0,FK,5.0,,,,,,,,"PK-Seutu (Helsinki, Espoo, Vantaa)","Tuotetalossa, jonka core-bisnes on softa",100.0,0.0,Senior Software Developer,8900.0,112000.0,Optioita,Kyllä,,
09/10/2024 22:23:34,Palkansaaja,En,31-35,mies,10.0,Tietojenkäsittelytieteen kandidaatti,2.0,,,,,,,,"PK-Seutu (Helsinki, Espoo, Vantaa)","Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)",100.0,100.0,Senior software developer,5400.0,67900.0,,Ei,,
10/10/2024 00:22:33,Palkansaaja,En,36-40,,8.0,DI,-10.0,,,,,,,SOK,"PK-Seutu (Helsinki, Espoo, Vantaa)","Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)",100.0,40.0,Data Engineer,5800.0,,palkka+bonus,Kyllä,,
10/10/2024 00:30:13,Palkansaaja,En,46-50,Mies,26.0,"FM, matematiikka ",2.0,,,,,,,Nordcloud ,Jyväskylä,Konsulttitalossa,100.0,60.0,Solution Architect,6550.0,81875.0,0-15% bonus,Ei,,
10/10/2024 07:23:33,Palkansaaja,En,31-35,Mies,12.0,Automaatioasentaja,0.0,,,,,,,,Oulu,Konsulttitalossa,100.0,1.0,Seniori Full-stack Developer,6600.0,79200.0,,Kyllä,,
10/10/2024 08:07:11,Palkansaaja,En,46-50,Mies,22.0,"FM, tietojenkäsittely",3.0,,,,,,,,Turku,Konsulttitalossa,100.0,5.0,Senior consultant,7500.0,80000.0,,Kyllä,,
10/10/2024 08:08:52,Laskuttaja,En,31-35,Mies,10.0,AMK,0.0,3.0,full stack devausta,80.0,130000.0,Käytän välitysfirmoja,Suomesta,,,,,,,,,,,,
10/10/2024 08:10:37,Palkansaaja,En,26-30,Mies,6.0,Lukio,8.0,,,,,,,Visma,Turku,"Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)",100.0,40.0,Senior Fullstack Developer,3875.0,46500.0,,Ei,,
10/10/2024 08:55:01,Palkansaaja,En,36-40,Mies,10.0,Tekniikan kandidaatti,0.0,,,,,,,,"PK-Seutu (Helsinki, Espoo, Vantaa)","Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)",100.0,0.0,Senior software engineer,6000.0,75000.0,Optioita,Kyllä,,
10/10/2024 09:03:44,Laskuttaja,En,36-40,,15.0,DI,-1.0,5.0,"softadevaus, team lead, devops",,160000.0,Itse,Suomesta,,,,,,,,,,,,
10/10/2024 10:13:53,Palkansaaja,En,31-35,Mies,8.0,Dippainssi,7.0,,,,,,,Metacore,"PK-Seutu (Helsinki, Espoo, Vantaa)","Tuotetalossa, jonka core-bisnes on softa",100.0,80.0,Programmer,6300.0,87500.0,Osakeohjelma + 500eur hupirahaa siivoojaan/privakokkiin/remppaajaan kuussa palkan päälle + perus lounari/kulttuuri/hieronta yms edut.,Kyllä,,
10/10/2024 11:15:46,Laskuttaja,En,41-45,Mies,11.0,"Diplomi-insinööri, tietoliikennetekniikka",0.0,2.0,"Softadevaus, backend",80.0,134000.0,Käytän välitysfirmoja,Suomesta,,,,,,,,,,,,
10/10/2024 11:37:10,Palkansaaja,En,51-55,mies,30.0,yo,0.0,,,,,,,,Turku,"Tuotetalossa, jonka core-bisnes on softa",100.0,50.0,full-stack software developer,5000.0,62500.0,Optioina pienen pieni siivu yrityksestä,Todennäköisesti enemmänkin olisi mahdollista saada,,
10/10/2024 11:38:39,Palkansaaja,En,31-35,mies,9.0,IT-tradenomi,7.8,,,,,,,,"PK-Seutu (Helsinki, Espoo, Vantaa)",Konsulttitalossa,100.0,20.0,Support / System specialist,4190.0,54400.0,,Kyllä,,
10/10/2024 11:54:25,Palkansaaja,En,36-40,Mies,13.0,DI,1.0,,,,,,,,Tampere,"Tuotetalossa, jonka core-bisnes on softa",100.0,0.0,DevOps / Infra engineer,5325.0,67600.0,Vuosittainen tulokseen perustuva bonus,Kyllä,,
10/10/2024 12:00:55,Laskuttaja,En,26-30,Mies,9.0,Kandi,1.4,2.0,Full stack web dev,70.0,102000.0,"Itse, Käytän välitysfirmoja",Suomesta,,,,,,,,,,,,
10/10/2024 13:42:43,Palkansaaja,En,31-35,Mies,15.0,AMK,,,,,,,,,"PK-Seutu (Helsinki, Espoo, Vantaa)","Tuotetalossa, jonka core-bisnes on softa",100.0,100.0,Cloud Architect,7200.0,200000.0,Base + yearly bonus + stock,Kyllä,,
10/10/2024 15:15:11,Palkansaaja,En,36-40,mies,11.0,Tradenomi (AMK),5.0,,,,,,,,"PK-Seutu (Helsinki, Espoo, Vantaa)","Tuotetalossa, jonka core-bisnes on softa",100.0,5.0,Software developer,5787.0,72000.0,,Kyllä,,
10/10/2024 16:34:22,Palkansaaja,En,41-45,mies,18.0,diplomi-insinööri,7.0,,,,,,,,"PK-Seutu (Helsinki, Espoo, Vantaa)","Tuotetalossa, jonka core-bisnes on softa",100.0,40.0,CTO,8000.0,130000.0,Vuositulokseen perustuva bonus,Kyllä,,
10/10/2024 20:25:56,Palkansaaja,En,36-40,Mies,13.0,Alempi korkeakoulututkinto,7.0,,,,,,,,Turku,"Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)",100.0,70.0,Senior Software Engineer,5600.0,72000.0,,Ei,,
10/10/2024 21:16:35,Palkansaaja,En,36-40,mies,13.0,DI (TKK/Aalto),3.0,,,,,,,,"PK-Seutu (Helsinki, Espoo, Vantaa)","Tuotetalossa, jonka core-bisnes on softa",100.0,90.0,Senior fullstack developer,6600.0,83000.0,Optioita,Olen tietoisesti tinkinyt palkkatasosta ja priorisoinut mielekästä työtä sopivassa porukassa ja oikealla meiningillä,"Olin vuosi sitten perhevapaalla, ja tämä vaikutti ainakin palkan muutoksen kirjaamiseen",
10/10/2024 21:45:45,Laskuttaja,En,46-50,Mies,20.0,DI,0.0,2.0,full stack,100.0,160000.0,"Itse, Käytän välitysfirmoja",Suomesta,,,,,,,,,,,,
10/10/2024 21:49:13,Palkansaaja,En,36-40,Mies,5.0,AMK,1.0,,,,,,,,"PK-Seutu (Helsinki, Espoo, Vantaa)",Konsulttitalossa,100.0,80.0,Software developer,4750.0,59375.0,,Kyllä,,
11/10/2024 00:28:44,Palkansaaja,En,21-25,Mies,2.0,"Elektroniikka ja Sähkötekniikka, tekniikan ylioppilas",17.0,,,,,,,,"PK-Seutu (Helsinki, Espoo, Vantaa)","Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)",40.0,20.0,Ful stack developer,1360.0,,,Ei,,
11/10/2024 11:57:17,Palkansaaja,En,26-30,,3.0,fm,20.0,,,,,,,,"PK-Seutu (Helsinki, Espoo, Vantaa)",Julkinen tai kolmas sektori,100.0,1.0,,2500.0,,,Kyllä,,
11/10/2024 12:26:19,Laskuttaja,En,36-40,mies,16.0,viittä-vaille diplomi-insinööri,3.0,3.0,"full stack, arkkitehtuuria, lead dev",,156000.0,Itse,Suomesta,,,,,,,,,,,,
11/10/2024 12:29:21,Palkansaaja,En,36-40,Mies,20.0,,0.0,,,,,,,,"PK-Seutu (Helsinki, Espoo, Vantaa)",Konsulttitalossa,100.0,20.0,Principal Architect,6600.0,80000.0,,Kyllä,,
11/10/2024 12:29:23,Palkansaaja,En,46-50,Mies,8.0,FM tietojenkäsittely,,,,,,,,,"PK-Seutu (Helsinki, Espoo, Vantaa)",Konsulttitalossa,100.0,90.0,Software Architect,7050.0,88125.0,Ei ole,Kyllä,,
11/10/2024 12:30:07,Palkansaaja,En,31-35,Mies,7.0,Luonnontieteiden kandidaatti,3.0,,,,,,,,Tampere,Konsulttitalossa,100.0,5.0,Fullstack developer/konsultti,5790.0,69000.0,,Kyllä,,
11/10/2024 12:30:16,Laskuttaja,En,31-35,Mies,12.0,Ammattikoulu,5.0,10.0,"Markkinointiviestintä: Verkkosivut, verkkokaupat.",54.0,70000.0,Itse,Suomesta,,,,,,,,,,,,
11/10/2024 12:30:45,Palkansaaja,En,36-40,Mies,19.0,Ylioppilas,0.0,,,,,,,,Tampere,"Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)",100.0,95.0,Digital manager,6900.0,86250.0,,Kyllä,,
11/10/2024 12:31:05,Laskuttaja,En,36-40,,15.0,DI,10.0,5.0,,101.0,160000.0,Käytän välitysfirmoja,Suomesta,,,,,,,,,,,,
11/10/2024 12:31:14,Laskuttaja,En,31-35,M,10.0,Kandi,10.0,3.0,Full stack,69.0,,"Itse, Käytän välitysfirmoja",Suomesta,,,,,,,,,,,,
11/10/2024 12:31:21,Laskuttaja,En,26-30,man,3.0,none,25.0,2.0,full stack,40.0,65000.0,Käytän välitysfirmoja,Suomesta,,,,,,,,,,,,
11/10/2024 12:31:32,Laskuttaja,En,41-45,Mies,15.0,Diplomi-insinööri,0.0,1.5,full stack devaus,80.0,120000.0,"Itse, Käytän välitysfirmoja","Suomesta, Ulkomailta",,,,,,,,,,,,
11/10/2024 12:31:52,Palkansaaja,"Kyllä, laskuttajasta palkansaajaksi",36-40,Mies,20.0,Tietojenkäsittelytieteen kandi,0.0,,,,,,,,"PK-Seutu (Helsinki, Espoo, Vantaa)","Tuotetalossa, jonka core-bisnes on softa",100.0,100.0,Software engineer,8000.0,200000.0,,Kyllä,,
11/10/2024 12:32:03,Palkansaaja,En,36-40,,4.0,FM TKT,5.0,,,,,,,,"PK-Seutu (Helsinki, Espoo, Vantaa)",Konsulttitalossa,100.0,2.0,Full stack developer ,4900.0,61250.0,Ei bonuksia,Kyllä,,
11/10/2024 12:32:08,Laskuttaja,En,31-35,mies,8.0,Tietotekniikan DI (Aalto),10.0,4.0,Full stack devausta,,185000.0,Itse,Ulkomailta,,,,,,,,,,,,
11/10/2024 12:32:34,Palkansaaja,En,31-35,Nainen,10.0,Tradenomi,3.0,,,,,,,,"PK-Seutu (Helsinki, Espoo, Vantaa)",Konsulttitalossa,100.0,20.0,Fullstack,5900.0,77000.0,,Kyllä,,
11/10/2024 12:32:42,Palkansaaja,En,31-35,mies,9.0,IT-Tradenomi,2.0,,,,,,,,"PK-Seutu (Helsinki, Espoo, Vantaa)",Konsulttitalossa,100.0,30.0,Senior software developer / Team Lead,6350.0,0.0,,Kyllä,,
11/10/2024 12:32:44,Palkansaaja,En,26-30,Mies,5.0,Kesken jäänyt tietotekniikan DI-tutkinto,14.29,,,,,,,,Kuopio,"Tuotetalossa, jonka core-bisnes on softa",100.0,0.0,Lead Developer,4000.0,48000.0,,Ei,,
11/10/2024 12:32:52,Palkansaaja,En,41-45,Mies,20.0,AMK,10.0,,,,,,,,Tampere,"Tuotetalossa, jonka core-bisnes on softa",100.0,0.0,Test Automation Specialist,5300.0,67000.0,,Kyllä,,
11/10/2024 12:33:02,Palkansaaja,En,36-40,Mies,15.0,AMK,4.0,,,,,,,,Vaasa,"Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)",100.0,80.0,Solution Architect,5700.0,75000.0,,Ei,,
11/10/2024 12:33:15,Palkansaaja,En,26-30,Mies,6.0,Tietotekniikan kandidaatti,10.0,,,,,,,,Tampere,Konsulttitalossa,40.0,60.0,,1557.0,,Sopimus yliopisto-opintojen ohessa. Optio tehdä 100% asti itse niin halutessa,Kyllä,,
11/10/2024 12:33:34,Palkansaaja,En,36-40,Mies,13.0,Insinööri amk,22.0,,,,,,,,,"Tuotetalossa, jonka core-bisnes on softa",100.0,0.0,Full stack developer,5000.0,62500.0,,Kyllä,,
11/10/2024 12:33:45,Palkansaaja,En,26-30,Mies,4.0,Lukio,20.0,,,,,,,,"PK-Seutu (Helsinki, Espoo, Vantaa)","Tuotetalossa, jonka core-bisnes on softa",100.0,0.0,XR Developer,5000.0,60000.0,,Kyllä,,
11/10/2024 12:33:47,Palkansaaja,En,41-45,mies,14.0,tietotekniikan DI-opiskelija,0.0,,,,,,,Bradley's Digital,Tampere,Konsulttitalossa,100.0,5.0,Senior software developer,6320.0,80000.0,,Kyllä,,
11/10/2024 12:33:48,Palkansaaja,En,26-30,,8.0,Tietotekniikan DI,3.0,,,,,,,,"PK-Seutu (Helsinki, Espoo, Vantaa)",Konsulttitalossa,100.0,20.0,Senior Consultant | Full Stack Developer,5485.5,,,Kyllä,,
11/10/2024 12:33:50,Palkansaaja,En,41-45,Mies,10.0,Diplomi-insinööri,3.0,,,,,,,,Tampere,"Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)",100.0,5.0,Cloud Architect,7000.0,95000.0,Kiinteä palkka + vuosibonus,Kyllä,,
11/10/2024 12:33:55,Palkansaaja,En,31-35,nainen,9.0,IT-tradenomi,4.0,,,,,,,,"PK-Seutu (Helsinki, Espoo, Vantaa)",Julkinen tai kolmas sektori,100.0,20.0,Frontend developer,5760.0,0.0,,Kyllä,,
11/10/2024 12:33:56,Palkansaaja,En,31-35,Mies,11.0,Tradenomi,15.0,,,,,,,Smartly.io,"PK-Seutu (Helsinki, Espoo, Vantaa)","Tuotetalossa, jonka core-bisnes on softa",100.0,50.0,Lead Full-Stack Software Engineer,6800.0,94884.0,base + bonus + optiot,Kyllä,,
11/10/2024 12:34:09,Palkansaaja,En,21-25,Mies,1.0,"Lukio, yliopisto kandidaatti opiskelija 4. Vuosi",10.0,,,,,,,Netum oy,Tampere,Konsulttitalossa,20.0,10.0,Junior cloud developer,560.0,6720.0,Palkka,Kyllä,"Osaaikainen työ opiskeluje  ohella, kesällä täysi päivä mutta niitä lukemia en huomioinut",
